0,T,0,1,0,0011,0000
1,T,0,1,0,0101,0010
2,T,0,1,0,1001,0110
3,T,0,1,1,0110,0000
4,T,0,1,1,1010,0100
5,T,0,1,2,1100,0000
6,T,0,2,0,0011,0000
7,T,0,2,0,0101,0010
8,T,0,2,0,1001,0110
9,T,0,2,1,0110,0000
10,T,0,2,1,1010,0100
11,T,0,2,2,1100,0000
12,T,0,3,0,0011,0000
13,T,0,3,0,0101,0010
14,T,0,3,0,1001,0110
15,T,0,3,1,0110,0000
16,T,0,3,1,1010,0100
17,T,0,3,2,1100,0000
18,T,0,4,0,0011,0000
19,T,0,4,0,0101,0010
20,T,0,4,0,1001,0110
21,T,0,4,1,0110,0000
22,T,0,4,1,1010,0100
23,T,0,4,2,1100,0000
24,T,0,5,0,0011,0000
25,T,0,5,0,0101,0010
26,T,0,5,0,1001,0110
27,T,0,5,1,0110,0000
28,T,0,5,1,1010,0100
29,T,0,5,2,1100,0000
30,T,0,6,0,0011,0000
31,T,0,6,0,0101,0010
32,T,0,6,0,1001,0110
33,T,0,6,1,0110,0000
34,T,0,6,1,1010,0100
35,T,0,6,2,1100,0000
36,T,0,7,0,0011,0000
37,T,0,7,0,0101,0010
38,T,0,7,0,1001,0110
39,T,0,7,1,0110,0000
40,T,0,7,1,1010,0100
41,T,0,7,2,1100,0000
42,T,0,8,0,0011,0000
43,T,0,8,0,0101,0010
44,T,0,8,0,1001,0110
45,T,0,8,1,0110,0000
46,T,0,8,1,1010,0100
47,T,0,8,2,1100,0000
48,T,R,0,0,0111,0000
49,T,R,0,0,1101,0010
50,T,R,0,0,1011,0100
51,T,R,0,1,1110,0000
52,T,R,1,0,0111,0000
53,T,R,1,0,1101,0010
54,T,R,1,0,1011,0100
55,T,R,1,1,1110,0000
56,T,R,2,0,0111,0000
57,T,R,2,0,1101,0010
58,T,R,2,0,1011,0100
59,T,R,2,1,1110,0000
60,T,R,3,0,0111,0000
61,T,R,3,0,1101,0010
62,T,R,3,0,1011,0100
63,T,R,3,1,1110,0000
64,T,R,4,0,0111,0000
65,T,R,4,0,1101,0010
66,T,R,4,0,1011,0100
67,T,R,4,1,1110,0000
68,T,R,5,0,0111,0000
69,T,R,5,0,1101,0010
70,T,R,5,0,1011,0100
71,T,R,5,1,1110,0000
72,T,R,6,0,0111,0000
73,T,R,6,0,1101,0010
74,T,R,6,0,1011,0100
75,T,R,6,1,1110,0000
76,T,R,7,0,0111,0000
77,T,R,7,0,1101,0010
78,T,R,7,0,1011,0100
79,T,R,7,1,1110,0000
80,T,R,8,0,0111,0000
81,T,R,8,0,1101,0010
82,T,R,8,0,1011,0100
83,T,R,8,1,1110,0000
84,T,2,1,0,0011,0000
85,T,2,1,0,0101,0010
86,T,2,1,0,1001,0110
87,T,2,1,1,0110,0000
88,T,2,1,1,1010,0100
89,T,2,1,2,1100,0000
90,T,2,2,0,0011,0000
91,T,2,2,0,0101,0010
92,T,2,2,0,1001,0110
93,T,2,2,1,0110,0000
94,T,2,2,1,1010,0100
95,T,2,2,2,1100,0000
96,T,2,3,0,0011,0000
97,T,2,3,0,0101,0010
98,T,2,3,0,1001,0110
99,T,2,3,1,0110,0000
100,T,2,3,1,1010,0100
101,T,2,3,2,1100,0000
102,T,2,4,0,0011,0000
103,T,2,4,0,0101,0010
104,T,2,4,0,1001,0110
105,T,2,4,1,0110,0000
106,T,2,4,1,1010,0100
107,T,2,4,2,1100,0000
108,T,2,5,0,0011,0000
109,T,2,5,0,0101,0010
110,T,2,5,0,1001,0110
111,T,2,5,1,0110,0000
112,T,2,5,1,1010,0100
113,T,2,5,2,1100,0000
114,T,2,6,0,0011,0000
115,T,2,6,0,0101,0010
116,T,2,6,0,1001,0110
117,T,2,6,1,0110,0000
118,T,2,6,1,1010,0100
119,T,2,6,2,1100,0000
120,T,2,7,0,0011,0000
121,T,2,7,0,0101,0010
122,T,2,7,0,1001,0110
123,T,2,7,1,0110,0000
124,T,2,7,1,1010,0100
125,T,2,7,2,1100,0000
126,T,2,8,0,0011,0000
127,T,2,8,0,0101,0010
128,T,2,8,0,1001,0110
129,T,2,8,1,0110,0000
130,T,2,8,1,1010,0100
131,T,2,8,2,1100,0000
132,T,L,1,0,0111,0000
133,T,L,1,0,1101,0010
134,T,L,1,0,1011,0100
135,T,L,1,1,1110,0000
136,T,L,2,0,0111,0000
137,T,L,2,0,1101,0010
138,T,L,2,0,1011,0100
139,T,L,2,1,1110,0000
140,T,L,3,0,0111,0000
141,T,L,3,0,1101,0010
142,T,L,3,0,1011,0100
143,T,L,3,1,1110,0000
144,T,L,4,0,0111,0000
145,T,L,4,0,1101,0010
146,T,L,4,0,1011,0100
147,T,L,4,1,1110,0000
148,T,L,5,0,0111,0000
149,T,L,5,0,1101,0010
150,T,L,5,0,1011,0100
151,T,L,5,1,1110,0000
152,T,L,6,0,0111,0000
153,T,L,6,0,1101,0010
154,T,L,6,0,1011,0100
155,T,L,6,1,1110,0000
156,T,L,7,0,0111,0000
157,T,L,7,0,1101,0010
158,T,L,7,0,1011,0100
159,T,L,7,1,1110,0000
160,T,L,8,0,0111,0000
161,T,L,8,0,1101,0010
162,T,L,8,0,1011,0100
163,T,L,8,1,1110,0000
164,T,L,9,0,0111,0000
165,T,L,9,0,1101,0010
166,T,L,9,0,1011,0100
167,T,L,9,1,1110,0000
168,I,0,1,0,0001,0000
169,I,0,1,1,0010,0000
170,I,0,1,2,0100,0000
171,I,0,1,3,1000,0000
172,I,0,2,0,0001,0000
173,I,0,2,1,0010,0000
174,I,0,2,2,0100,0000
175,I,0,2,3,1000,0000
176,I,0,3,0,0001,0000
177,I,0,3,1,0010,0000
178,I,0,3,2,0100,0000
179,I,0,3,3,1000,0000
180,I,0,4,0,0001,0000
181,I,0,4,1,0010,0000
182,I,0,4,2,0100,0000
183,I,0,4,3,1000,0000
184,I,0,5,0,0001,0000
185,I,0,5,1,0010,0000
186,I,0,5,2,0100,0000
187,I,0,5,3,1000,0000
188,I,0,6,0,0001,0000
189,I,0,6,1,0010,0000
190,I,0,6,2,0100,0000
191,I,0,6,3,1000,0000
192,I,0,7,0,0001,0000
193,I,0,7,1,0010,0000
194,I,0,7,2,0100,0000
195,I,0,7,3,1000,0000
196,I,L,0,0,1111,0000
197,I,L,1,0,1111,0000
198,I,L,2,0,1111,0000
199,I,L,3,0,1111,0000
200,I,L,4,0,1111,0000
201,I,L,5,0,1111,0000
202,I,L,6,0,1111,0000
203,I,L,7,0,1111,0000
204,I,L,8,0,1111,0000
205,I,L,9,0,1111,0000
206,L,0,1,0,0011,0000
207,L,0,1,0,0101,0010
208,L,0,1,0,1001,0110
209,L,0,1,1,0110,0000
210,L,0,1,1,1010,0100
211,L,0,1,2,1100,0000
212,L,0,2,0,0011,0000
213,L,0,2,0,0101,0010
214,L,0,2,0,1001,0110
215,L,0,2,1,0110,0000
216,L,0,2,1,1010,0100
217,L,0,2,2,1100,0000
218,L,0,3,0,0011,0000
219,L,0,3,0,0101,0010
220,L,0,3,0,1001,0110
221,L,0,3,1,0110,0000
222,L,0,3,1,1010,0100
223,L,0,3,2,1100,0000
224,L,0,4,0,0011,0000
225,L,0,4,0,0101,0010
226,L,0,4,0,1001,0110
227,L,0,4,1,0110,0000
228,L,0,4,1,1010,0100
229,L,0,4,2,1100,0000
230,L,0,5,0,0011,0000
231,L,0,5,0,0101,0010
232,L,0,5,0,1001,0110
233,L,0,5,1,0110,0000
234,L,0,5,1,1010,0100
235,L,0,5,2,1100,0000
236,L,0,6,0,0011,0000
237,L,0,6,0,0101,0010
238,L,0,6,0,1001,0110
239,L,0,6,1,0110,0000
240,L,0,6,1,1010,0100
241,L,0,6,2,1100,0000
242,L,0,7,0,0011,0000
243,L,0,7,0,0101,0010
244,L,0,7,0,1001,0110
245,L,0,7,1,0110,0000
246,L,0,7,1,1010,0100
247,L,0,7,2,1100,0000
248,L,0,8,0,0011,0000
249,L,0,8,0,0101,0010
250,L,0,8,0,1001,0110
251,L,0,8,1,0110,0000
252,L,0,8,1,1010,0100
253,L,0,8,2,1100,0000
254,L,R,0,0,0111,0000
255,L,R,0,0,1101,0010
256,L,R,0,0,1011,0100
257,L,R,0,1,1110,0000
258,L,R,1,0,0111,0000
259,L,R,1,0,1101,0010
260,L,R,1,0,1011,0100
261,L,R,1,1,1110,0000
262,L,R,2,0,0111,0000
263,L,R,2,0,1101,0010
264,L,R,2,0,1011,0100
265,L,R,2,1,1110,0000
266,L,R,3,0,0111,0000
267,L,R,3,0,1101,0010
268,L,R,3,0,1011,0100
269,L,R,3,1,1110,0000
270,L,R,4,0,0111,0000
271,L,R,4,0,1101,0010
272,L,R,4,0,1011,0100
273,L,R,4,1,1110,0000
274,L,R,5,0,0111,0000
275,L,R,5,0,1101,0010
276,L,R,5,0,1011,0100
277,L,R,5,1,1110,0000
278,L,R,6,0,0111,0000
279,L,R,6,0,1101,0010
280,L,R,6,0,1011,0100
281,L,R,6,1,1110,0000
282,L,R,7,0,0111,0000
283,L,R,7,0,1101,0010
284,L,R,7,0,1011,0100
285,L,R,7,1,1110,0000
286,L,R,8,0,0111,0000
287,L,R,8,0,1101,0010
288,L,R,8,0,1011,0100
289,L,R,8,1,1110,0000
290,L,2,1,0,0011,0000
291,L,2,1,0,0101,0010
292,L,2,1,0,1001,0110
293,L,2,1,1,0110,0000
294,L,2,1,1,1010,0100
295,L,2,1,2,1100,0000
296,L,2,2,0,0011,0000
297,L,2,2,0,0101,0010
298,L,2,2,0,1001,0110
299,L,2,2,1,0110,0000
300,L,2,2,1,1010,0100
301,L,2,2,2,1100,0000
302,L,2,3,0,0011,0000
303,L,2,3,0,0101,0010
304,L,2,3,0,1001,0110
305,L,2,3,1,0110,0000
306,L,2,3,1,1010,0100
307,L,2,3,2,1100,0000
308,L,2,4,0,0011,0000
309,L,2,4,0,0101,0010
310,L,2,4,0,1001,0110
311,L,2,4,1,0110,0000
312,L,2,4,1,1010,0100
313,L,2,4,2,1100,0000
314,L,2,5,0,0011,0000
315,L,2,5,0,0101,0010
316,L,2,5,0,1001,0110
317,L,2,5,1,0110,0000
318,L,2,5,1,1010,0100
319,L,2,5,2,1100,0000
320,L,2,6,0,0011,0000
321,L,2,6,0,0101,0010
322,L,2,6,0,1001,0110
323,L,2,6,1,0110,0000
324,L,2,6,1,1010,0100
325,L,2,6,2,1100,0000
326,L,2,7,0,0011,0000
327,L,2,7,0,0101,0010
328,L,2,7,0,1001,0110
329,L,2,7,1,0110,0000
330,L,2,7,1,1010,0100
331,L,2,7,2,1100,0000
332,L,2,8,0,0011,0000
333,L,2,8,0,0101,0010
334,L,2,8,0,1001,0110
335,L,2,8,1,0110,0000
336,L,2,8,1,1010,0100
337,L,2,8,2,1100,0000
338,L,L,1,0,0111,0000
339,L,L,1,0,1101,0010
340,L,L,1,0,1011,0100
341,L,L,1,1,1110,0000
342,L,L,2,0,0111,0000
343,L,L,2,0,1101,0010
344,L,L,2,0,1011,0100
345,L,L,2,1,1110,0000
346,L,L,3,0,0111,0000
347,L,L,3,0,1101,0010
348,L,L,3,0,1011,0100
349,L,L,3,1,1110,0000
350,L,L,4,0,0111,0000
351,L,L,4,0,1101,0010
352,L,L,4,0,1011,0100
353,L,L,4,1,1110,0000
354,L,L,5,0,0111,0000
355,L,L,5,0,1101,0010
356,L,L,5,0,1011,0100
357,L,L,5,1,1110,0000
358,L,L,6,0,0111,0000
359,L,L,6,0,1101,0010
360,L,L,6,0,1011,0100
361,L,L,6,1,1110,0000
362,L,L,7,0,0111,0000
363,L,L,7,0,1101,0010
364,L,L,7,0,1011,0100
365,L,L,7,1,1110,0000
366,L,L,8,0,0111,0000
367,L,L,8,0,1101,0010
368,L,L,8,0,1011,0100
369,L,L,8,1,1110,0000
370,L,L,9,0,0111,0000
371,L,L,9,0,1101,0010
372,L,L,9,0,1011,0100
373,L,L,9,1,1110,0000
374,J,0,1,0,0011,0000
375,J,0,1,0,0101,0010
376,J,0,1,0,1001,0110
377,J,0,1,1,0110,0000
378,J,0,1,1,1010,0100
379,J,0,1,2,1100,0000
380,J,0,2,0,0011,0000
381,J,0,2,0,0101,0010
382,J,0,2,0,1001,0110
383,J,0,2,1,0110,0000
384,J,0,2,1,1010,0100
385,J,0,2,2,1100,0000
386,J,0,3,0,0011,0000
387,J,0,3,0,0101,0010
388,J,0,3,0,1001,0110
389,J,0,3,1,0110,0000
390,J,0,3,1,1010,0100
391,J,0,3,2,1100,0000
392,J,0,4,0,0011,0000
393,J,0,4,0,0101,0010
394,J,0,4,0,1001,0110
395,J,0,4,1,0110,0000
396,J,0,4,1,1010,0100
397,J,0,4,2,1100,0000
398,J,0,5,0,0011,0000
399,J,0,5,0,0101,0010
400,J,0,5,0,1001,0110
401,J,0,5,1,0110,0000
402,J,0,5,1,1010,0100
403,J,0,5,2,1100,0000
404,J,0,6,0,0011,0000
405,J,0,6,0,0101,0010
406,J,0,6,0,1001,0110
407,J,0,6,1,0110,0000
408,J,0,6,1,1010,0100
409,J,0,6,2,1100,0000
410,J,0,7,0,0011,0000
411,J,0,7,0,0101,0010
412,J,0,7,0,1001,0110
413,J,0,7,1,0110,0000
414,J,0,7,1,1010,0100
415,J,0,7,2,1100,0000
416,J,0,8,0,0011,0000
417,J,0,8,0,0101,0010
418,J,0,8,0,1001,0110
419,J,0,8,1,0110,0000
420,J,0,8,1,1010,0100
421,J,0,8,2,1100,0000
422,J,R,0,0,0111,0000
423,J,R,0,0,1101,0010
424,J,R,0,0,1011,0100
425,J,R,0,1,1110,0000
426,J,R,1,0,0111,0000
427,J,R,1,0,1101,0010
428,J,R,1,0,1011,0100
429,J,R,1,1,1110,0000
430,J,R,2,0,0111,0000
431,J,R,2,0,1101,0010
432,J,R,2,0,1011,0100
433,J,R,2,1,1110,0000
434,J,R,3,0,0111,0000
435,J,R,3,0,1101,0010
436,J,R,3,0,1011,0100
437,J,R,3,1,1110,0000
438,J,R,4,0,0111,0000
439,J,R,4,0,1101,0010
440,J,R,4,0,1011,0100
441,J,R,4,1,1110,0000
442,J,R,5,0,0111,0000
443,J,R,5,0,1101,0010
444,J,R,5,0,1011,0100
445,J,R,5,1,1110,0000
446,J,R,6,0,0111,0000
447,J,R,6,0,1101,0010
448,J,R,6,0,1011,0100
449,J,R,6,1,1110,0000
450,J,R,7,0,0111,0000
451,J,R,7,0,1101,0010
452,J,R,7,0,1011,0100
453,J,R,7,1,1110,0000
454,J,R,8,0,0111,0000
455,J,R,8,0,1101,0010
456,J,R,8,0,1011,0100
457,J,R,8,1,1110,0000
458,J,2,1,0,0011,0000
459,J,2,1,0,0101,0010
460,J,2,1,0,1001,0110
461,J,2,1,1,0110,0000
462,J,2,1,1,1010,0100
463,J,2,1,2,1100,0000
464,J,2,2,0,0011,0000
465,J,2,2,0,0101,0010
466,J,2,2,0,1001,0110
467,J,2,2,1,0110,0000
468,J,2,2,1,1010,0100
469,J,2,2,2,1100,0000
470,J,2,3,0,0011,0000
471,J,2,3,0,0101,0010
472,J,2,3,0,1001,0110
473,J,2,3,1,0110,0000
474,J,2,3,1,1010,0100
475,J,2,3,2,1100,0000
476,J,2,4,0,0011,0000
477,J,2,4,0,0101,0010
478,J,2,4,0,1001,0110
479,J,2,4,1,0110,0000
480,J,2,4,1,1010,0100
481,J,2,4,2,1100,0000
482,J,2,5,0,0011,0000
483,J,2,5,0,0101,0010
484,J,2,5,0,1001,0110
485,J,2,5,1,0110,0000
486,J,2,5,1,1010,0100
487,J,2,5,2,1100,0000
488,J,2,6,0,0011,0000
489,J,2,6,0,0101,0010
490,J,2,6,0,1001,0110
491,J,2,6,1,0110,0000
492,J,2,6,1,1010,0100
493,J,2,6,2,1100,0000
494,J,2,7,0,0011,0000
495,J,2,7,0,0101,0010
496,J,2,7,0,1001,0110
