497,J,2,7,1,0110,0000
498,J,2,7,1,1010,0100
499,J,2,7,2,1100,0000
500,J,2,8,0,0011,0000
501,J,2,8,0,0101,0010
502,J,2,8,0,1001,0110
503,J,2,8,1,0110,0000
504,J,2,8,1,1010,0100
505,J,2,8,2,1100,0000
506,J,L,1,0,0111,0000
507,J,L,1,0,1101,0010
508,J,L,1,0,1011,0100
509,J,L,1,1,1110,0000
510,J,L,2,0,0111,0000
511,J,L,2,0,1101,0010
512,J,L,2,0,1011,0100
513,J,L,2,1,1110,0000
514,J,L,3,0,0111,0000
515,J,L,3,0,1101,0010
516,J,L,3,0,1011,0100
517,J,L,3,1,1110,0000
518,J,L,4,0,0111,0000
519,J,L,4,0,1101,0010
520,J,L,4,0,1011,0100
521,J,L,4,1,1110,0000
522,J,L,5,0,0111,0000
523,J,L,5,0,1101,0010
524,J,L,5,0,1011,0100
525,J,L,5,1,1110,0000
526,J,L,6,0,0111,0000
527,J,L,6,0,1101,0010
528,J,L,6,0,1011,0100
529,J,L,6,1,1110,0000
530,J,L,7,0,0111,0000
531,J,L,7,0,1101,0010
532,J,L,7,0,1011,0100
533,J,L,7,1,1110,0000
534,J,L,8,0,0111,0000
535,J,L,8,0,1101,0010
536,J,L,8,0,1011,0100
537,J,L,8,1,1110,0000
538,J,L,9,0,0111,0000
539,J,L,9,0,1101,0010
540,J,L,9,0,1011,0100
541,J,L,9,1,1110,0000
542,S,0,1,0,0011,0000
543,S,0,1,0,0101,0010
544,S,0,1,0,1001,0110
545,S,0,1,1,0110,0000
546,S,0,1,1,1010,0100
547,S,0,1,2,1100,0000
548,S,0,2,0,0011,0000
549,S,0,2,0,0101,0010
550,S,0,2,0,1001,0110
551,S,0,2,1,0110,0000
552,S,0,2,1,1010,0100
553,S,0,2,2,1100,0000
554,S,0,3,0,0011,0000
555,S,0,3,0,0101,0010
556,S,0,3,0,1001,0110
557,S,0,3,1,0110,0000
558,S,0,3,1,1010,0100
559,S,0,3,2,1100,0000
560,S,0,4,0,0011,0000
561,S,0,4,0,0101,0010
562,S,0,4,0,1001,0110
563,S,0,4,1,0110,0000
564,S,0,4,1,1010,0100
565,S,0,4,2,1100,0000
566,S,0,5,0,0011,0000
567,S,0,5,0,0101,0010
568,S,0,5,0,1001,0110
569,S,0,5,1,0110,0000
570,S,0,5,1,1010,0100
571,S,0,5,2,1100,0000
572,S,0,6,0,0011,0000
573,S,0,6,0,0101,0010
574,S,0,6,0,1001,0110
575,S,0,6,1,0110,0000
576,S,0,6,1,1010,0100
577,S,0,6,2,1100,0000
578,S,0,7,0,0011,0000
579,S,0,7,0,0101,0010
580,S,0,7,0,1001,0110
581,S,0,7,1,0110,0000
582,S,0,7,1,1010,0100
583,S,0,7,2,1100,0000
584,S,0,8,0,0011,0000
585,S,0,8,0,0101,0010
586,S,0,8,0,1001,0110
587,S,0,8,1,0110,0000
588,S,0,8,1,1010,0100
589,S,0,8,2,1100,0000
590,S,L,1,0,0111,0000
591,S,L,1,0,1101,0010
592,S,L,1,0,1011,0100
593,S,L,1,1,1110,0000
594,S,L,2,0,0111,0000
595,S,L,2,0,1101,0010
596,S,L,2,0,1011,0100
597,S,L,2,1,1110,0000
598,S,L,3,0,0111,0000
599,S,L,3,0,1101,0010
600,S,L,3,0,1011,0100
601,S,L,3,1,1110,0000
602,S,L,4,0,0111,0000
603,S,L,4,0,1101,0010
604,S,L,4,0,1011,0100
605,S,L,4,1,1110,0000
606,S,L,5,0,0111,0000
607,S,L,5,0,1101,0010
608,S,L,5,0,1011,0100
609,S,L,5,1,1110,0000
610,S,L,6,0,0111,0000
611,S,L,6,0,1101,0010
612,S,L,6,0,1011,0100
613,S,L,6,1,1110,0000
614,S,L,7,0,0111,0000
615,S,L,7,0,1101,0010
616,S,L,7,0,1011,0100
617,S,L,7,1,1110,0000
618,S,L,8,0,0111,0000
619,S,L,8,0,1101,0010
620,S,L,8,0,1011,0100
621,S,L,8,1,1110,0000
622,S,L,9,0,0111,0000
623,S,L,9,0,1101,0010
624,S,L,9,0,1011,0100
625,S,L,9,1,1110,0000
626,Z,0,1,0,0011,0000
627,Z,0,1,0,0101,0010
628,Z,0,1,0,1001,0110
629,Z,0,1,1,0110,0000
630,Z,0,1,1,1010,0100
631,Z,0,1,2,1100,0000
632,Z,0,2,0,0011,0000
633,Z,0,2,0,0101,0010
634,Z,0,2,0,1001,0110
635,Z,0,2,1,0110,0000
636,Z,0,2,1,1010,0100
637,Z,0,2,2,1100,0000
638,Z,0,3,0,0011,0000
639,Z,0,3,0,0101,0010
640,Z,0,3,0,1001,0110
641,Z,0,3,1,0110,0000
642,Z,0,3,1,1010,0100
643,Z,0,3,2,1100,0000
644,Z,0,4,0,0011,0000
645,Z,0,4,0,0101,0010
646,Z,0,4,0,1001,0110
647,Z,0,4,1,0110,0000
648,Z,0,4,1,1010,0100
649,Z,0,4,2,1100,0000
650,Z,0,5,0,0011,0000
651,Z,0,5,0,0101,0010
652,Z,0,5,0,1001,0110
653,Z,0,5,1,0110,0000
654,Z,0,5,1,1010,0100
655,Z,0,5,2,1100,0000
656,Z,0,6,0,0011,0000
657,Z,0,6,0,0101,0010
658,Z,0,6,0,1001,0110
659,Z,0,6,1,0110,0000
660,Z,0,6,1,1010,0100
661,Z,0,6,2,1100,0000
662,Z,0,7,0,0011,0000
663,Z,0,7,0,0101,0010
664,Z,0,7,0,1001,0110
665,Z,0,7,1,0110,0000
666,Z,0,7,1,1010,0100
667,Z,0,7,2,1100,0000
668,Z,0,8,0,0011,0000
669,Z,0,8,0,0101,0010
670,Z,0,8,0,1001,0110
671,Z,0,8,1,0110,0000
672,Z,0,8,1,1010,0100
673,Z,0,8,2,1100,0000
674,Z,R,0,0,0111,0000
675,Z,R,0,0,1101,0010
676,Z,R,0,0,1011,0100
677,Z,R,0,1,1110,0000
678,Z,R,1,0,0111,0000
679,Z,R,1,0,1101,0010
680,Z,R,1,0,1011,0100
681,Z,R,1,1,1110,0000
682,Z,R,2,0,0111,0000
683,Z,R,2,0,1101,0010
684,Z,R,2,0,1011,0100
685,Z,R,2,1,1110,0000
686,Z,R,3,0,0111,0000
687,Z,R,3,0,1101,0010
688,Z,R,3,0,1011,0100
689,Z,R,3,1,1110,0000
690,Z,R,4,0,0111,0000
691,Z,R,4,0,1101,0010
692,Z,R,4,0,1011,0100
693,Z,R,4,1,1110,0000
694,Z,R,5,0,0111,0000
695,Z,R,5,0,1101,0010
696,Z,R,5,0,1011,0100
697,Z,R,5,1,1110,0000
698,Z,R,6,0,0111,0000
699,Z,R,6,0,1101,0010
700,Z,R,6,0,1011,0100
701,Z,R,6,1,1110,0000
702,Z,R,7,0,0111,0000
703,Z,R,7,0,1101,0010
704,Z,R,7,0,1011,0100
705,Z,R,7,1,1110,0000
706,Z,R,8,0,0111,0000
707,Z,R,8,0,1101,0010
708,Z,R,8,0,1011,0100
709,Z,R,8,1,1110,0000
710,O,0,0,0,0011,0000
711,O,0,0,0,0101,0010
712,O,0,0,0,1001,0110
713,O,0,0,1,0110,0000
714,O,0,0,1,1010,0100
715,O,0,0,2,1100,0000
716,O,0,1,0,0011,0000
717,O,0,1,0,0101,0010
718,O,0,1,0,1001,0110
719,O,0,1,1,0110,0000
720,O,0,1,1,1010,0100
721,O,0,1,2,1100,0000
722,O,0,2,0,0011,0000
723,O,0,2,0,0101,0010
724,O,0,2,0,1001,0110
725,O,0,2,1,0110,0000
726,O,0,2,1,1010,0100
727,O,0,2,2,1100,0000
728,O,0,3,0,0011,0000
729,O,0,3,0,0101,0010
730,O,0,3,0,1001,0110
731,O,0,3,1,0110,0000
732,O,0,3,1,1010,0100
733,O,0,3,2,1100,0000
734,O,0,4,0,0011,0000
735,O,0,4,0,0101,0010
736,O,0,4,0,1001,0110
737,O,0,4,1,0110,0000
738,O,0,4,1,1010,0100
739,O,0,4,2,1100,0000
740,O,0,5,0,0011,0000
741,O,0,5,0,0101,0010
742,O,0,5,0,1001,0110
743,O,0,5,1,0110,0000
744,O,0,5,1,1010,0100
745,O,0,5,2,1100,0000
746,O,0,6,0,0011,0000
747,O,0,6,0,0101,0010
748,O,0,6,0,1001,0110
749,O,0,6,1,0110,0000
750,O,0,6,1,1010,0100
751,O,0,6,2,1100,0000
752,O,0,7,0,0011,0000
753,O,0,7,0,0101,0010
754,O,0,7,0,1001,0110
755,O,0,7,1,0110,0000
756,O,0,7,1,1010,0100
757,O,0,7,2,1100,0000
758,O,0,8,0,0011,0000
759,O,0,8,0,0101,0010
760,O,0,8,0,1001,0110
761,O,0,8,1,0110,0000
762,O,0,8,1,1010,0100
763,O,0,8,2,1100,0000
